,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
750,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7698012,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C.[Cl-],,,CHEMBL1909046,,,,CHEMBL1687,TUBOCURARINE CHLORIDE,CHEMBL339427,,False,,1539669,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
751,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7698013,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C.[Cl-],,,CHEMBL1909046,,,,CHEMBL1687,TUBOCURARINE CHLORIDE,CHEMBL339427,,False,,1539669,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
752,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7698116,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CNCCCN1c2ccccc2CCc2ccccc21,,,CHEMBL1909046,,,,CHEMBL72,DESIPRAMINE,CHEMBL72,,False,,1539677,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
753,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7698117,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CNCCCN1c2ccccc2CCc2ccccc21,,,CHEMBL1909046,,,,CHEMBL72,DESIPRAMINE,CHEMBL72,,False,,1539677,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
754,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7698200,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,CHEMBL1909046,,,,CHEMBL52440,DEXTROMETHORPHAN,CHEMBL52440,,False,,1539685,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
755,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7698201,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,,CHEMBL1909046,,,,CHEMBL52440,DEXTROMETHORPHAN,CHEMBL52440,,False,,1539685,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
756,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7698318,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,,,CHEMBL1909046,,,,CHEMBL1460,DIDANOSINE,CHEMBL1460,,False,,1539693,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
757,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7698319,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,,,CHEMBL1909046,,,,CHEMBL1460,DIDANOSINE,CHEMBL1460,,False,,1539693,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
758,,7698687,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCN(CC)C(=S)SSC(=S)N(CC)CC,,,CHEMBL1909046,,,"{'bei': '16.17', 'le': '0.41', 'lle': '1.18', 'sei': '74.01'}",CHEMBL964,DISULFIRAM,CHEMBL964,4.80,False,http://www.openphacts.org/units/Nanomolar,1539710,=,15,True,=,,IC50,nM,,16001.0,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,uM,UO_0000065,,16.001
759,,7698688,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCN(CC)C(=S)SSC(=S)N(CC)CC,,,CHEMBL1909046,,,"{'bei': '17.30', 'le': '0.44', 'lle': '1.51', 'sei': '79.15'}",CHEMBL964,DISULFIRAM,CHEMBL964,5.13,False,http://www.openphacts.org/units/Nanomolar,1539710,=,15,True,=,,Ki,nM,,7429.0,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,uM,UO_0000065,,7.429
760,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7698755,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1351,CARBOPLATIN,CHEMBL1351,,False,,1539587,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
761,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7698756,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1351,CARBOPLATIN,CHEMBL1351,,False,,1539587,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
762,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7699476,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=C(O)CC(O)(CC(=O)O)C(=O)O,,,CHEMBL1909046,,,,CHEMBL1261,CITRIC ACID,CHEMBL1261,,False,,1539628,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
763,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7699477,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,O=C(O)CC(O)(CC(=O)O)C(=O)O,,,CHEMBL1909046,,,,CHEMBL1261,CITRIC ACID,CHEMBL1261,,False,,1539628,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
764,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7699578,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,,,CHEMBL1909046,,,,CHEMBL565,CLOFIBRATE,CHEMBL565,,False,,1539636,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
765,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7699579,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,,,CHEMBL1909046,,,,CHEMBL565,CLOFIBRATE,CHEMBL565,,False,,1539636,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
766,,7699704,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,,,CHEMBL1909046,,,"{'bei': '14.21', 'le': '0.27', 'lle': '-0.48', 'sei': '27.51'}",CHEMBL104,CLOTRIMAZOLE,CHEMBL104,4.90,False,http://www.openphacts.org/units/Nanomolar,1539645,=,15,True,=,,IC50,nM,,12543.0,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,uM,UO_0000065,,12.543
767,,7699705,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,,,CHEMBL1909046,,,"{'bei': '15.18', 'le': '0.29', 'lle': '-0.15', 'sei': '29.38'}",CHEMBL104,CLOTRIMAZOLE,CHEMBL104,5.24,False,http://www.openphacts.org/units/Nanomolar,1539645,=,15,True,=,,Ki,nM,,5824.0,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,uM,UO_0000065,,5.824
768,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7699805,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1909057,COPPER(II) OXIDE,CHEMBL1909057,,False,,1539653,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
769,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7699806,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1909057,COPPER(II) OXIDE,CHEMBL1909057,,False,,1539653,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
770,,7700649,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,,,CHEMBL1909046,,,"{'bei': '14.55', 'le': '0.27', 'lle': '6.41', 'sei': '7.19'}",CHEMBL1732,DIHYDROERGOTAMINE,CHEMBL1732,8.49,False,http://www.openphacts.org/units/Nanomolar,1539702,=,15,True,=,,IC50,nM,,3.201,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,uM,UO_0000065,,0.003201
771,,7700650,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,,,CHEMBL1909046,,,"{'bei': '15.12', 'le': '0.28', 'lle': '6.75', 'sei': '7.47'}",CHEMBL1732,DIHYDROERGOTAMINE,CHEMBL1732,8.83,False,http://www.openphacts.org/units/Nanomolar,1539702,=,15,True,=,,Ki,nM,,1.486,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,uM,UO_0000065,,0.001486
772,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7701129,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,,,CHEMBL1909046,,,,CHEMBL1727,CEPHALEXIN,CHEMBL1727,,False,,1539596,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
773,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7701130,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,,,CHEMBL1909046,,,,CHEMBL1727,CEPHALEXIN,CHEMBL1727,,False,,1539596,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
774,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7701235,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,ClC(Cl)Cl,,,CHEMBL1909046,,,,CHEMBL44618,CHLOROFORM,CHEMBL44618,,False,,1539604,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
775,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7701236,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,ClC(Cl)Cl,,,CHEMBL1909046,,,,CHEMBL44618,CHLOROFORM,CHEMBL44618,,False,,1539604,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
776,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7701322,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,,,CHEMBL1909046,,,,CHEMBL205596,CHOLIC ACID,CHEMBL205596,,False,,1539612,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
777,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7701323,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,,,CHEMBL1909046,,,,CHEMBL205596,CHOLIC ACID,CHEMBL205596,,False,,1539612,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
778,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7701439,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN/C(=N/CCSCc1nc[nH]c1C)NC#N,,,CHEMBL1909046,,,,CHEMBL30,CIMETIDINE,CHEMBL30,,False,,1539620,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
779,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7701440,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CN/C(=N/CCSCc1nc[nH]c1C)NC#N,,,CHEMBL1909046,,,,CHEMBL30,CIMETIDINE,CHEMBL30,,False,,1539620,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
780,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702192,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=P1(N(CCCl)CCCl)NCCCO1,,,CHEMBL1909046,,,,CHEMBL88,CYCLOPHOSPHAMIDE,CHEMBL88,,False,,1539662,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
781,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702193,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,O=P1(N(CCCl)CCCl)NCCCO1,,,CHEMBL1909046,,,,CHEMBL88,CYCLOPHOSPHAMIDE,CHEMBL88,,False,,1539662,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
782,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702294,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN(C)/N=N/c1[nH]cnc1C(N)=O,,,CHEMBL1909046,,,,CHEMBL476,DACARBAZINE,CHEMBL476,,False,,1539670,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
783,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702295,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CN(C)/N=N/c1[nH]cnc1C(N)=O,,,CHEMBL1909046,,,,CHEMBL476,DACARBAZINE,CHEMBL476,,False,,1539670,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
784,,7702379,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,,,CHEMBL1909046,,,"{'bei': '18.22', 'le': '0.35', 'lle': '1.64', 'sei': '22.73'}",CHEMBL1172,DESLORATADINE,CHEMBL1172,5.66,False,http://www.openphacts.org/units/Nanomolar,1539678,=,15,True,=,,IC50,nM,,2171.0,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,uM,UO_0000065,,2.171
785,,7702380,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,,,CHEMBL1909046,,,"{'bei': '19.29', 'le': '0.37', 'lle': '1.98', 'sei': '24.06'}",CHEMBL1172,DESLORATADINE,CHEMBL1172,6.00,False,http://www.openphacts.org/units/Nanomolar,1539678,=,15,True,=,,Ki,nM,,1008.0,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,uM,UO_0000065,,1.008
786,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702483,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,,,CHEMBL1909046,,,,CHEMBL1201220,DIATRIZOIC ACID,CHEMBL1201220,,False,,1539686,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
787,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702484,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,,,CHEMBL1909046,,,,CHEMBL1201220,DIATRIZOIC ACID,CHEMBL1201220,,False,,1539686,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
788,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702598,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@H]([C@@H]3[C@@]1(Cl)C2(Cl)Cl)[C@H]1O[C@@H]41,,,CHEMBL1909046,,,,CHEMBL1873703,DIELDRIN,CHEMBL1873703,,False,,1539694,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
789,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702599,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@H]([C@@H]3[C@@]1(Cl)C2(Cl)Cl)[C@H]1O[C@@H]41,,,CHEMBL1909046,,,,CHEMBL1873703,DIELDRIN,CHEMBL1873703,,False,,1539694,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
790,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702972,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,,,CHEMBL1909046,,,,CHEMBL926,DOBUTAMINE,CHEMBL926,,False,,1539711,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
791,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7702973,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,,,CHEMBL1909046,,,,CHEMBL926,DOBUTAMINE,CHEMBL926,,False,,1539711,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
792,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7703054,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1909054,CARBOXYMETHYLCELLULOSE,CHEMBL1909054,,False,,1539588,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
793,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7703055,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1909054,CARBOXYMETHYLCELLULOSE,CHEMBL1909054,,False,,1539588,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
